arrival_rate,num_servers,service_time,simulation_time,queue_limit,avg_response_time,requests_served,dropped_requests,load_intensity,drop_rate
5.801942380701346,6,0.719856163001541,1398,37,0.8690369840381885,8212,0,0.6960939966879495,0.0
3.6162201877581133,10,0.17751702305434985,1444,18,0.17751702305434985,5341,0,0.06419406424398624,0.0
4.082964796398029,3,0.5458778907862508,829,26,0.9202063734743475,3368,0,0.7429334037374233,0.0
1.5812288819793376,9,0.17363681872031783,1344,40,0.17363681872031783,2110,0,0.030506616970619675,0.0
3.8216444768318008,6,0.6785341170243722,1576,16,0.6895831002105061,6038,0,0.4321860267780224,0.0
1.670765010088521,8,0.6225865061425854,1552,36,0.6225865061425854,2602,0,0.13002446877703672,0.0
4.489003096437778,7,0.16675249413432372,1544,12,0.16675249413432372,6896,0,0.1069360660725288,0.0
2.7935438983640575,5,0.12352367692203169,921,34,0.12352367692203169,2601,0,0.06901376279380696,0.0
1.7926051694916452,7,0.41014177742819036,1710,42,0.41014177742819036,3065,0,0.10503175292032367,0.0
4.303407498463615,5,0.7175387092800214,1982,46,0.8187017262138575,8544,0,0.6175722923907097,0.0
1.3809516647701243,7,0.24962083018736755,1338,40,0.24962083018736755,1889,0,0.04924490014407796,0.0
2.9536553873305906,5,0.2202922319490468,1229,12,0.22029980052557818,3669,0,0.13013346753667643,0.0
4.874096210446188,10,0.32263292985677533,1321,13,0.32263292985677533,6523,0,0.15725439407800595,0.0
4.1777562714457925,6,0.7252509454431677,1812,19,0.7435158646153033,7593,0,0.5049869476161973,0.0
4.269488052007584,7,0.13070911536591523,873,27,0.13070911536591523,3797,0,0.07972300090617943,0.0
1.1677764460383002,10,0.648456879213798,1475,34,0.648456879213798,1735,0,0.07572526698173764,0.0
5.989305232285199,8,0.21783025933223366,1221,37,0.21783025933223366,7242,0,0.1630814889960736,0.0
4.615553964722949,7,0.6984298384808881,1996,32,0.7086523377687718,9306,0,0.46052008715446746,0.0
2.722791244499887,8,0.6485343165494912,1266,24,0.6485343165494912,3463,0,0.2207279448573341,0.0
1.7515033058237859,5,0.15151148797414105,1623,29,0.15151148797414105,2806,0,0.05307457441139777,0.0
3.880762453121532,6,0.6773171299651879,1887,27,0.6934479521037474,7297,0,0.4380844811374897,0.0
4.555687653637863,5,0.3019545185711718,1540,31,0.3028631896353811,7083,0,0.2751220944429704,0.0
4.048708540266789,10,0.7246439299918185,1932,27,0.7246467174038906,7788,0,0.29338720680103647,0.0
3.343660766484821,6,0.16404508107426233,1401,50,0.16404508107426233,4701,0,0.09141851692047209,0.0
1.6382542265465636,3,0.16406453469622068,897,17,0.16412505756310586,1417,0,0.08959313913082628,0.0
5.3659245855449935,3,0.18553439016346118,1678,14,0.19325164081055282,8994,0,0.3318545152140712,0.0
2.945483833560626,9,0.7904283311192151,1781,22,0.7904283311192151,5177,0,0.25868820787777264,0.0
1.5844558656248455,7,0.4361946684536988,1499,22,0.4361946684536988,2409,0,0.09873302871224969,0.0
2.457190194858289,8,0.78503120881658,914,50,0.7850970124288076,2264,0,0.24112137362023126,0.0
5.965177679056608,6,0.2420743151090138,896,48,0.24221858326162565,5343,0,0.2406693835268675,0.0
3.7917281315530538,4,0.3711583978278118,1594,44,0.37889290683174504,6114,0,0.35183293457646847,0.0
4.587346045988772,7,0.6776207565705852,1876,21,0.6854522262831501,8653,0,0.44406869976199914,0.0
3.7643741818081233,5,0.11255903941981694,1513,49,0.11255903941981694,5803,0,0.08474286838421634,0.0
4.456174267340225,8,0.2569603089498989,910,20,0.2569603089498989,4110,0,0.1431324895587917,0.0
2.0993871572069085,4,0.3053621077506944,1054,19,0.30565650715736165,2222,0,0.16026832182736,0.0
2.301947228170186,8,0.7348785304373507,867,23,0.7348785304373507,1986,0,0.2114564495227549,0.0
1.1447502247033468,4,0.6324438709155161,1591,19,0.6336457958024148,1838,0,0.18099756583569787,0.0
2.24334038536263,5,0.657722220724059,1920,48,0.6595306031519138,4297,0,0.295098964020135,0.0
4.426441457339448,4,0.38986776181803684,1859,16,0.40893199031675387,8094,0,0.43143170594787494,0.0
5.305148895426806,5,0.5573288904468692,1925,10,0.6104763741900869,10193,9,0.591342549508731,0.0008821799647128014
2.0066904049974204,5,0.7797177213514904,1904,45,0.7872724583711274,3833,0,0.3129304140084976,0.0
5.087476378192616,5,0.3648888549039836,995,37,0.3705946024385678,5243,0,0.3712726859979539,0.0
5.980731159724845,8,0.39403138977183716,1046,38,0.3941654881581438,6230,0,0.294574476339764,0.0
3.6879817358291773,8,0.7854848821719692,937,28,0.7863283985392119,3405,0,0.3621067374025195,0.0
2.594309058112768,9,0.3149693740683954,1857,43,0.3149693740683954,4752,0,0.09079198890819412,0.0
1.9802638912360473,8,0.5242918407544744,1736,42,0.5242918407544744,3393,0,0.1297795250894707,0.0
4.4781987105568675,3,0.39922735341739235,963,24,0.5041749339997158,4359,0,0.5959398064309324,0.0
2.423207134737598,4,0.6230131401800655,1583,25,0.6388233416467386,3928,0,0.3774224715799025,0.0
1.593148887773491,5,0.1076987266408011,1581,38,0.1076987266408011,2520,0,0.0343160213124827,0.0
3.99565600802194,10,0.4730224405714877,1802,19,0.4730244271794114,7215,0,0.18900349565986657,0.0
2.9177913801679347,5,0.4587711062086811,959,38,0.4604430192680892,2759,0,0.2677196758331596,0.0
2.212661750428259,7,0.43640277713807807,982,22,0.43640277713807807,2214,0,0.13794453325058473,0.0
3.0190627651798705,3,0.2408391569988879,956,10,0.24659993769005914,2950,0,0.2423695104308838,0.0
3.7533194641963594,3,0.43072177729865946,1300,44,0.5177645604350886,4841,0,0.5388788101294361,0.0
2.146770097178532,9,0.6965265685165213,1857,32,0.6965265685165213,4131,0,0.1661424899090713,0.0
4.122640567863733,8,0.1322387215834979,1636,34,0.1322387215834979,6711,0,0.06814658978032072,0.0
3.1733273112681886,5,0.2551420379182436,1679,50,0.2552183541203244,5225,0,0.1619298394357172,0.0
5.503479416416633,10,0.30515671382512966,1703,38,0.30515671382512966,9366,0,0.1679423693317942,0.0
3.5664567417268773,10,0.19180793630041243,943,44,0.19180793630041243,3437,0,0.06840747075353254,0.0
1.135937651663176,8,0.28474923747944336,1437,42,0.28474923747944336,1620,0,0.040432172516909864,0.0
2.5552149800756094,8,0.4691526751510017,952,24,0.4691526751510017,2423,0,0.1498482429360482,0.0
5.806323393265739,6,0.5218763254809099,1588,45,0.5441122565389551,9200,0,0.505030452838562,0.0
1.3333078766448079,5,0.23081753156703477,929,23,0.23081753156703477,1231,0,0.06155016658120781,0.0
2.5966286280976503,10,0.7903449694059256,1222,23,0.7904205801928406,3181,0,0.20522323736323878,0.0
1.7681062627092106,7,0.13344746051619857,1297,17,0.13344746051619857,2245,0,0.0337070415259044,0.0
2.7564142733267762,10,0.2204944817014326,1672,24,0.2204944817014326,4603,0,0.06077741365516185,0.0
4.8849521726153435,4,0.6890183208630619,1484,11,1.2053261905737005,7105,157,0.8414553858679475,0.02161938859818232
2.2051282881215934,6,0.7719825412454986,1887,48,0.7741236406413501,4311,0,0.2837200899394073,0.0
1.734977142279264,5,0.6855200842109963,850,43,0.686197766567206,1493,0,0.23787233533588698,0.0
5.326175790938993,6,0.5047182036208255,987,28,0.5126258078919803,5262,0,0.448036312895243,0.0
2.3256700203370757,6,0.46315173883609917,1430,30,0.4632575703266913,3360,0,0.17952301897968378,0.0
5.156918174268242,6,0.43465005645651655,1418,22,0.4388990503104179,7372,0,0.3735757959312213,0.0
2.028211174057694,3,0.4784621440987771,1188,11,0.4947422972927756,2371,0,0.32347408900824737,0.0
1.6610412890523454,5,0.6455333486405315,1567,27,0.6463666952631939,2607,0,0.2144515091104291,0.0
5.154240638452213,3,0.36263662330863855,1933,27,0.469199986450858,9943,0,0.6230388069494905,0.0
2.710784977643959,3,0.39279678825401243,1872,24,0.41137347409612784,4993,0,0.3549292109552573,0.0
3.570932031044431,4,0.7576466476496412,1152,29,0.9588923681371417,4030,0,0.6763761705763844,0.0
1.1711035400713805,4,0.13151153469811175,829,15,0.13151153469811175,982,0,0.038503405961294715,0.0
4.626499282191351,6,0.32505523345589415,1594,10,0.32527720169853563,7403,0,0.25064463404270604,0.0
4.177823558840371,6,0.5487924910346588,1788,23,0.5520923590361486,7420,0,0.38212636632654845,0.0
4.340656132324088,6,0.48610424823901455,1487,24,0.4880461627741316,6408,0,0.3516685643445782,0.0
3.0731054731296306,4,0.3139590946187406,1756,38,0.31574731528615,5373,0,0.24120735300291882,0.0
5.64415427901668,5,0.3360971294047953,1159,26,0.34140458603922524,6543,0,0.3793968102190597,0.0
3.061408213479432,7,0.7011480714277101,1365,34,0.7021700171682249,4169,0,0.3066429235334365,0.0
5.18850126998446,10,0.4509204112995163,1457,29,0.4509238237701584,7489,0,0.23396011266894554,0.0
5.053930367547807,8,0.3894045224649656,1175,14,0.38946202561046755,5924,0,0.2460029176682677,0.0
2.6100964297095937,7,0.39463432385848685,1541,10,0.39463432385848685,3995,0,0.14714766282055658,0.0
5.955233444799765,8,0.3856281336971329,849,41,0.38604029334415396,4909,0,0.2870631948811101,0.0
5.339056755395764,7,0.4429483511863914,1538,14,0.44362151800437216,8150,0,0.3378466266704455,0.0
2.1775819109494923,6,0.23479500389885652,1294,30,0.23479500389885652,2816,0,0.08521422554524426,0.0
1.9057835801807723,9,0.2745300282295047,1348,23,0.2745300282295047,2482,0,0.05813275778515043,0.0
4.50347971499051,4,0.597985710203975,1764,35,0.761055062973609,7906,0,0.6732541289394487,0.0
1.4750786609425628,9,0.28968095682443784,949,48,0.28968095682443784,1422,0,0.04747802198812801,0.0
4.360738641006211,5,0.722865661875554,1778,30,0.7979985329522405,7680,0,0.6304456447994518,0.0
5.168765498876803,7,0.5889806668833515,1118,36,0.5950412972530337,5735,0,0.434900421498874,0.0
3.7725116886421857,8,0.33164934839501253,858,31,0.33164934839501253,3139,0,0.15639388041884367,0.0
2.3240027391755813,4,0.22718084702619765,1297,36,0.22725884880950642,3006,0,0.131992227694278,0.0
2.474902042384882,3,0.39314727149400075,1647,22,0.4118000524649573,4101,0,0.32433366172618205,0.0
2.31678034583002,4,0.3359503464391346,1400,24,0.33641421144818034,3089,0,0.19458078995124328,0.0
1.1992251281880413,7,0.2164261155848251,1148,23,0.2164261155848251,1380,0,0.037077662315064534,0.0
1.1539081832922395,6,0.776218910969695,1515,15,0.7764209614710644,1794,0,0.14928089223235355,0.0
5.708262282393184,4,0.5574543372071584,1414,27,0.9442800242149925,7949,7,0.7955238918090284,0.0008798391151332328
2.460198335755738,4,0.4775962365048445,915,27,0.48140755780471445,2267,0,0.29374536655310557,0.0
1.734941526060131,10,0.34901215800342134,803,26,0.34901215800342134,1462,0,0.06055156860199954,0.0
1.5129074789219783,7,0.15797742775613238,1152,24,0.15797742775613238,1776,0,0.03414360456472989,0.0
3.624506923354899,5,0.43342706469147685,1268,14,0.43676187625018303,4524,0,0.3141918793487299,0.0
2.5624195252110424,7,0.19161435610197783,987,37,0.19161435610197783,2543,0,0.07014233819806423,0.0
5.237229479835601,3,0.18873008971853053,1221,16,0.19712895631974514,6301,0,0.32947426320196865,0.0
4.123609282932842,7,0.2809255849667909,1528,30,0.2809261411419344,6293,0,0.1654896214260568,0.0
1.722726590638616,3,0.45674136235402574,1564,41,0.46955695495047217,2755,0,0.26228016332392917,0.0
2.7909072867605307,8,0.3807457456990382,1007,48,0.3807457456990382,2748,0,0.1328282595093147,0.0
1.94745976215364,8,0.7816149957701759,1342,20,0.7816321114400928,2605,0,0.19027046921978813,0.0
1.311251430095068,3,0.303184603945794,1847,28,0.30397753335410044,2442,0,0.1325170818355764,0.0
2.7922862786266336,7,0.360544988410044,1457,26,0.360563923488229,4084,0,0.1438206891378521,0.0
5.134846875273269,10,0.2677734447148107,975,34,0.2677734447148107,5121,0,0.1374975635875005,0.0
1.8259756126351676,3,0.4491424597887931,1134,44,0.45738475791519634,2053,0,0.27337439272443587,0.0
3.48370342740512,8,0.328279044397062,1025,17,0.328279044397062,3564,0,0.14295335401391532,0.0
3.4753061491823596,4,0.10901619886880642,1282,27,0.1090185643994601,4379,0,0.0947161665723125,0.0
4.655107000015789,6,0.2798926776403414,1547,41,0.27998570172372733,7078,0,0.21715506048945268,0.0
5.940515419587898,6,0.6171770989716127,1000,13,0.6631493971668564,5971,0,0.6110583455095652,0.0
3.6301230569130105,6,0.5507029313064832,1257,30,0.5538891203539992,4590,0,0.3331865680742077,0.0
3.6936602870864745,4,0.6517025697199167,1166,50,0.736762481286802,4136,0,0.6017919751916652,0.0
3.772571824501957,10,0.3752452227262837,920,25,0.3752452227262837,3557,0,0.14156395545361394,0.0
5.772663378252372,7,0.17403432033849386,1567,24,0.17403432033849386,9180,0,0.14352022108243795,0.0
2.5300352747357584,3,0.3924656129173193,1763,33,0.4062468738280985,4483,0,0.33098394826720257,0.0
2.7882144427955335,4,0.4363177072309057,1020,21,0.44688099019225486,2881,0,0.3041368332371611,0.0
4.320536609903341,9,0.5026833283372428,1065,48,0.5027178865939999,4542,0,0.24131796925212434,0.0
1.070230890848923,8,0.16403636841367825,1579,28,0.16403636841367825,1651,0,0.021944598587374128,0.0
4.5571391899227445,4,0.2918629802961085,1633,50,0.29856740849952407,7366,0,0.3325150563987615,0.0
5.292395684177793,9,0.15702157909984593,1733,32,0.15702157909984593,9142,0,0.09233559195008961,0.0
5.952846893764803,3,0.34392131281228566,1830,49,0.5064578024619506,10948,0,0.682436972891376,0.0
4.518373180491329,10,0.397291967829298,1875,28,0.3972941121697321,8776,0,0.17951133722645238,0.0
5.604927906539872,6,0.4251794893547567,1381,39,0.43058413371206156,7580,0,0.397183397528808,0.0
5.777459669261653,3,0.21859115055725728,1571,21,0.2380093815002634,9044,0,0.42096718546735196,0.0
4.4844673902781444,5,0.6054732888413894,1569,44,0.649342473572296,7010,0,0.5430450438987341,0.0
4.549421243262044,6,0.1266997317559154,823,41,0.1266997317559154,3732,0,0.09606840852766069,0.0
3.343395767975443,3,0.5279279432340173,1430,42,0.702794428675899,4810,0,0.588357350401531,0.0
2.671272865198497,8,0.7241311137402725,1464,17,0.7241311137402725,3952,0,0.24179397437254455,0.0
3.0662747842164397,3,0.6915221471000873,884,47,1.1594152899492411,2689,0,0.7067989741267365,0.0
1.6779071250694764,8,0.5323125974963197,1691,46,0.5323125974963197,2853,0,0.11164638751291438,0.0
4.820732916462923,8,0.5854342156895818,1175,28,0.5856549770954406,5760,0,0.35277774924980265,0.0
1.4676973523090227,4,0.12823727496229456,864,12,0.12823727496229456,1223,0,0.04705337723237096,0.0
1.8800764702490549,5,0.4998751424173222,1504,13,0.5000277522247172,2869,0,0.18796069866424056,0.0
3.1385594191903627,7,0.15257624015448817,1798,47,0.15257624015448817,5659,0,0.0684099422402171,0.0
5.287949385967361,3,0.7743119335253906,1852,13,3.445822301540816,7142,2612,1.3648407711442632,0.2677875743284806
3.6460916002063115,9,0.7972119308099748,1917,10,0.7972977613556419,6964,0,0.3229675249456116,0.0
4.707016419481095,3,0.6526451768436702,1834,16,2.4356347869094686,8130,574,1.0240038544994328,0.06594669117647059
1.9459376176195466,3,0.40895989835441604,1087,26,0.4208510825725722,2094,0,0.2652701501019081,0.0
1.113157182535231,5,0.6061556978274996,1880,24,0.6062156902016027,2109,0,0.13494931375426727,0.0
5.040171264093068,10,0.7564935577471563,1633,21,0.7570919613893571,8391,0,0.38128570912287474,0.0
4.80297211101189,6,0.5615397630515924,1079,48,0.5769115680752585,5197,0,0.44950997019350386,0.0
1.1384426779433634,10,0.1444705063272983,1297,18,0.1444705063272983,1461,0,0.01644713901070831,0.0
4.373172427934998,5,0.6952248784382011,1801,42,0.7656799776974192,7713,0,0.6080676539200803,0.0
1.3076118143080342,9,0.10977418880930667,1649,18,0.10977418880930667,2137,0,0.01594911402145891,0.0
5.845095565653178,6,0.32504107268604143,1981,31,0.32649404066589066,11583,0,0.31664935543538886,0.0
2.282274701827691,10,0.547837528721568,845,37,0.547837528721568,1915,0,0.1250315732513036,0.0
5.0191595661078585,8,0.7440057591930261,984,47,0.7517859267595478,4913,0,0.4667854529366271,0.0
2.306642926277034,9,0.6269358110393484,1220,31,0.6269358110393484,2858,0,0.16067967264040756,0.0
5.50957718493119,6,0.6529211723669448,1697,26,0.7072195560918709,9285,0,0.5995532658052406,0.0
4.908028290525826,3,0.43768383717901216,1629,22,0.7016759550533367,7980,0,0.7160548850601637,0.0
4.326149938402784,3,0.7709387892333432,1869,50,11.488639162234257,7249,913,1.1117322651847148,0.11185983827493262
5.77223887517121,9,0.19493934873521196,922,10,0.19493934873521196,5327,0,0.12502627634110533,0.0
1.0249734780182016,5,0.4532068850679095,1377,38,0.4532068850679095,1378,0,0.09290500744997011,0.0
3.2913224332199986,9,0.17980889891044335,1211,39,0.17980889891044335,4108,0,0.06575656251961436,0.0
5.683907435331165,5,0.289887468673812,1128,39,0.29216244380207534,6576,0,0.32953870772088206,0.0
4.5789902823184345,10,0.2945600806219555,1064,15,0.2945600806219555,4840,0,0.13487877467268689,0.0
1.0100059414604985,6,0.36430061608727027,1891,49,0.36430061608727027,1890,0,0.06132429778764384,0.0
5.497292638806148,9,0.365743246141643,1991,50,0.36575355620931094,10811,0,0.22339973941194657,0.0
3.257129364921526,8,0.6189682628615116,821,26,0.6189918479006147,2646,0,0.2520074631150869,0.0
2.253844794759927,9,0.18807225406587544,1990,48,0.18807225406587544,4516,0,0.04709840787390443,0.0
5.602040029039587,10,0.10308549058481654,1093,38,0.10308549058481654,6149,0,0.05774890446693258,0.0
4.342956547365244,8,0.14826872799129892,1073,25,0.14826872799129892,4673,0,0.08049058037491601,0.0
5.461457855588451,5,0.543358956689966,1659,44,0.5929579133973972,9104,0,0.593506408483752,0.0
5.794511381738484,8,0.6671287281313263,1764,19,0.6765546979426134,10146,0,0.48321062603021114,0.0
3.6201341124248936,5,0.697208313486271,1239,48,0.72767777032478,4451,0,0.5047975198235757,0.0
4.154528859050063,9,0.2483213640077207,1555,29,0.2483213640077207,6564,0,0.11462869700986127,0.0
2.503993504027143,10,0.15671015217423195,1191,36,0.15671015217423195,3024,0,0.03924012030593819,0.0
5.140551763401913,6,0.7675237692833017,1174,41,0.8688818527955241,5966,0,0.6575826109403599,0.0
1.6011302615205567,5,0.1017157723232254,867,14,0.1017157723232254,1470,0,0.032572040228130254,0.0
5.811502928521229,10,0.15677407466677065,1079,28,0.15677407466677065,6376,0,0.09110929940421433,0.0
3.0479909930189337,10,0.17589897711054242,1071,31,0.17589897711054242,3257,0,0.053613849791417686,0.0
1.9280221612413024,6,0.2244782269435862,1028,30,0.2244782269435862,1971,0,0.0721331660438981,0.0
4.524576185704037,6,0.47420796486469063,1718,37,0.4761617542048213,7660,0,0.3575983441496593,0.0
5.106332643841754,7,0.2752298977397847,1603,49,0.27523377905592405,8285,0,0.2007736301985558,0.0
1.4196015041962053,10,0.3634773000630468,1178,16,0.3634773000630468,1788,0,0.05159929219106767,0.0
5.78038273339829,8,0.3142273838508757,1791,47,0.3142503995869288,10355,0,0.2270443179965648,0.0
5.94917966465993,4,0.443081567606906,1678,22,0.5519750190986332,10177,0,0.6589929629481622,0.0
4.003565661544677,6,0.4887662851626109,1022,15,0.4899091787639044,4041,0,0.32613465263296376,0.0
4.514969449519621,5,0.41293945404172205,1131,46,0.4185524956078385,5093,0,0.37288180389993736,0.0
1.4655231590094588,4,0.755580821075761,1218,49,0.7623744910621673,1831,0,0.2768302979474775,0.0
3.8466393583538148,5,0.4988706842269288,1924,45,0.5085819008821469,7359,0,0.3837951217352404,0.0
1.88650309141587,7,0.5349978311558381,1628,24,0.5349978311558381,3085,0,0.1441821517680392,0.0
1.2594433361360904,6,0.6157441325354326,1160,32,0.6159469095657543,1425,0,0.1292491407477747,0.0
3.3686875710766646,3,0.29444021472415904,1421,11,0.30740455651981885,4756,0,0.330625697255473,0.0
3.0847644407443573,4,0.35662051781157755,1617,22,0.35961460776622955,5006,0,0.27502257304624855,0.0
2.014048386814049,8,0.24246872057964977,903,35,0.24246872057964977,1802,0,0.06104296694203876,0.0
2.6430571288038593,8,0.2183891254312177,1434,11,0.2183891254312177,3710,0,0.07215186685302752,0.0
2.164488176774136,5,0.46128543075042827,1064,11,0.4615668258241965,2279,0,0.19968937219549332,0.0
4.630258174031869,3,0.4123269619441564,1798,34,0.5592999705561503,8208,0,0.6363934286385525,0.0
3.9921532108643363,8,0.1381570627165842,1484,32,0.1381570627165842,5974,0,0.06894302019094964,0.0
3.876481651251802,5,0.6545987643015985,1136,32,0.6982611581337229,4457,0,0.5075080197494499,0.0
5.097409552028213,7,0.14961296181490094,2000,34,0.14961296181490094,10284,0,0.1089483629517869,0.0
5.4369544651655985,4,0.6222560794447449,932,47,1.3343138132563725,5051,0,0.8457944924033863,0.0
4.792597853019795,10,0.6266128274949088,951,25,0.6270291548389401,4612,0,0.3003103291726763,0.0
4.208714064301441,10,0.10173848473099309,981,11,0.10173848473099309,4084,0,0.042818819156804806,0.0
4.828627739082322,10,0.3373244402384485,1865,39,0.3373244402384485,8995,0,0.16288141492057892,0.0
5.979487348154552,3,0.1847685791734633,1223,47,0.19476636890184043,7213,0,0.36827379383473885,0.0
3.186657432590113,8,0.10035421836782613,1602,34,0.10035421836782613,5179,0,0.039974314481700544,0.0
2.7823600968779325,10,0.7625784370846519,1374,36,0.7625784370846519,3738,0,0.21217678140838742,0.0
4.882290677630387,3,0.45190943842547016,1442,16,0.7755173880470121,6974,15,0.7354510794526187,0.0021462297896694808
4.33908526339352,10,0.11777611987300975,1571,28,0.11777611987300975,6852,0,0.05110406261206453,0.0
